CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"20260,""Duluth, MN-WI (Metropolitan Statistical Area)"",11719934,12182858,12301343,12975769,13242691,12978415,12677399,12988646,12325029,13608904,14000917,13410721,13765265,13696643,12415200,12753352,12763926,13123477,13318207,12713183,13239450"
"20500,""Durham-Chapel Hill, NC (Metropolitan Statistical Area)"",27360483,28596266,30201165,30828274,33064927,39865348,42494956,43637065,40077220,43526190,44099638,44461201,45115903,44320767,43549403,43212750,42819368,44650649,46578114,47012091,50698468"
"20700,""East Stroudsburg, PA (Metropolitan Statistical Area)"",4635312,4813413,4914213,5378735,5768978,6071658,6428845,6479413,6260544,6334899,6251128,6122063,6146535,6194292,6418940,6483836,6859106,6650810,6838924,6537526,6786765"
"20740,""Eau Claire, WI (Metropolitan Statistical Area)"",5296364,5540994,5805594,6125080,6564852,6658968,6836395,6697853,6664928,7009400,7198125,7450315,7425640,8006137,8175988,8091414,8143328,8396736,8625539,8264009,8651815"
"20940,""El Centro, CA (Metropolitan Statistical Area)"",5055707,6085250,5656713,5429442,5902836,6314043,6082750,7093442,6844284,6782574,7039372,6640258,7020557,7436925,8042675,8170398,8141883,8134056,8320160,8442582,8412312"
"21060,""Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"",4190230,4230634,4377656,4544094,4675635,4845352,4867492,5135708,5139992,5718216,6034201,5718809,5624876,5449526,5169733,5262832,5330042,5259126,5449145,5399278,5661720"
"21140,""Elkhart-Goshen, IN (Metropolitan Statistical Area)"",7794123,8460187,9298688,9928799,10703988,11411764,11410060,9872528,7254014,9625052,9495392,9693515,10489003,11382415,12269834,13340987,14792446,14830869,14376780,13984947,17529376"
"21300,""Elmira, NY (Metropolitan Statistical Area)"",3115079,3135842,3174895,3209799,3256658,3218025,3301832,3503681,3475433,3668364,3739741,3742877,3749739,3738268,3606433,3521781,3440848,3488829,3486977,3327908,3491724"
"21340,""El Paso, TX (Metropolitan Statistical Area)"",20083953,20931062,20948277,22207329,22704077,23345153,23758474,23101727,23452507,25309049,26559128,27326272,26972529,26504641,26850826,27152103,27753554,28695721,30024319,29726206,30825362"
"21420,""Enid, OK (Metropolitan Statistical Area)"",1979840,2019895,2112132,2183431,2268228,2373007,2535380,2783503,2869651,2963509,3043762,3512338,3621589,4241559,4258683,4600186,3208696,3181085,3148857,2998679,3169154"
