CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
"19060,""Cumberland, MD-WV (Metropolitan Statistical Area)"",1.0,-1.1,-0.6,-0.7,-0.8,-0.9,3.4,-0.3,6.6,-0.5,-0.7,-2.7,-0.3,1.6,4.4,-1.4,1.3,-0.3,-6.6,0.6"
"19100,""Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)"",3.0,1.4,5.8,5.1,8.0,3.5,0.7,-3.1,1.9,3.6,3.3,2.8,3.7,4.8,3.2,3.4,4.3,3.6,-1.2,6.9"
"19140,""Dalton, GA (Metropolitan Statistical Area)"",4.5,1.3,11.4,4.5,-1.1,-0.7,-5.0,-9.8,-4.4,0.9,3.5,-1.2,2.7,3.1,3.7,0.1,-1.2,0.2,-2.5,6.9"
"19180,""Danville, IL (Metropolitan Statistical Area)"",3.5,4.1,4.5,-2.1,4.1,-1.1,0.6,-6.0,-0.1,1.2,1.9,0.7,-1.7,-2.4,-1.7,1.3,-0.3,0.0,-2.7,3.4"
"19300,""Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)"",4.6,5.6,11.0,12.0,3.1,3.1,-4.8,-4.3,1.0,-0.2,1.0,4.7,1.7,3.8,4.6,2.6,5.5,5.1,0.1,9.6"
"19340,""Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)"",-0.5,2.9,6.1,2.4,0.3,1.1,2.5,-4.5,3.3,3.4,3.2,-3.1,0.2,-1.8,-1.4,1.1,-0.3,1.0,-1.1,4.3"
"19430,""Dayton-Kettering, OH (Metropolitan Statistical Area)"",2.5,1.7,2.7,1.1,-0.4,-2.2,-2.6,-5.5,2.6,2.8,-0.5,0.3,1.0,0.9,1.5,3.1,2.1,2.8,-2.2,4.8"
"19460,""Decatur, AL (Metropolitan Statistical Area)"",-1.2,8.0,13.2,-5.6,1.5,3.2,-3.4,-2.0,1.1,-3.6,0.1,0.3,1.0,-2.0,1.8,1.2,1.6,0.8,1.1,2.9"
"19500,""Decatur, IL (Metropolitan Statistical Area)"",0.0,1.5,3.2,1.5,0.9,2.7,5.4,-0.6,1.0,1.9,-2.1,7.4,3.2,2.5,-6.6,-10.8,-1.6,-1.3,-0.7,7.6"
"19660,""Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"",8.1,8.2,9.0,3.5,3.2,1.9,-6.0,-6.9,-0.7,-1.0,2.0,0.1,2.9,2.4,4.1,3.3,2.8,1.5,-0.3,6.9"
"19740,""Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *"",0.2,0.2,0.4,4.1,1.7,4.3,0.0,-3.1,2.0,1.8,2.9,3.9,4.2,5.0,2.2,3.1,4.4,4.7,-1.2,7.0"
"19780,""Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"",1.2,8.3,9.8,7.7,-1.1,10.5,-10.2,-1.3,1.7,0.2,6.3,-2.7,11.7,8.0,2.7,-1.4,1.1,2.3,0.8,6.2"
"19820,""Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"",2.3,1.8,0.5,2.1,-2.7,-0.9,-6.8,-11.2,6.5,4.1,3.4,1.9,1.3,1.5,1.8,0.8,1.8,-0.3,-4.9,8.7"
"20020,""Dothan, AL (Metropolitan Statistical Area)"",4.7,1.3,3.7,2.5,2.0,-0.1,-3.3,-3.0,-0.4,0.3,1.5,4.2,1.2,1.7,4.6,2.1,0.3,1.9,-0.9,4.1"
"20100,""Dover, DE (Metropolitan Statistical Area)"",2.5,3.2,10.4,-0.2,2.0,0.3,0.2,4.4,-2.7,-1.2,-5.2,-0.6,2.5,1.7,0.9,-0.4,4.7,7.7,-0.1,6.0"
"20220,""Dubuque, IA (Metropolitan Statistical Area)"",4.6,4.5,11.3,6.9,2.5,4.6,-4.7,-6.2,7.7,-0.5,13.8,-5.8,8.7,1.7,-3.4,5.7,0.2,4.0,0.5,5.3"
"20260,""Duluth, MN-WI (Metropolitan Statistical Area)"",3.9,1.0,5.5,2.1,-2.0,-2.3,2.5,-5.1,10.4,2.9,-4.2,2.6,-0.5,-9.4,2.7,0.1,2.8,1.5,-4.5,4.1"
"20500,""Durham-Chapel Hill, NC (Metropolitan Statistical Area)"",4.5,5.6,2.1,7.3,20.6,6.6,2.7,-8.2,8.6,1.3,0.8,1.5,-1.8,-1.7,-0.8,-0.9,4.3,4.3,0.9,7.8"
"20700,""East Stroudsburg, PA (Metropolitan Statistical Area)"",3.8,2.1,9.5,7.3,5.2,5.9,0.8,-3.4,1.2,-1.3,-2.1,0.4,0.8,3.6,1.0,5.8,-3.0,2.8,-4.4,3.8"
"20740,""Eau Claire, WI (Metropolitan Statistical Area)"",4.6,4.8,5.5,7.2,1.4,2.7,-2.0,-0.5,5.2,2.7,3.5,-0.3,7.8,2.1,-1.0,0.6,3.1,2.7,-4.2,4.7"
"20940,""El Centro, CA (Metropolitan Statistical Area)"",20.4,-7.0,-4.0,8.7,7.0,-3.7,16.6,-3.5,-0.9,3.8,-5.7,5.7,5.9,8.1,1.6,-0.3,-0.1,2.3,1.5,-0.4"
"21060,""Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)"",1.0,3.5,3.8,2.9,3.6,0.5,5.5,0.1,11.2,5.5,-5.2,-1.6,-3.1,-5.1,1.8,1.3,-1.3,3.6,-0.9,4.9"
"21140,""Elkhart-Goshen, IN (Metropolitan Statistical Area)"",8.5,9.9,6.8,7.8,6.6,0.0,-13.5,-26.5,32.7,-1.3,2.1,8.2,8.5,7.8,8.7,10.9,0.3,-3.1,-2.7,25.3"
